Causas (lista reducida);Sexo;Edad;Lugar de residencia;Total
046-049 V.Trastornos mentales y del comportamiento;Mujeres;De 20 a 24 años;Otro municipio de la misma provincia;1
046-049 V.Trastornos mentales y del comportamiento;Mujeres;De 20 a 24 años;Otra provincia de la misma Comunidad Autónoma;0
046-049 V.Trastornos mentales y del comportamiento;Mujeres;De 20 a 24 años;Otra Comunidad Autónoma;0
046-049 V.Trastornos mentales y del comportamiento;Mujeres;De 20 a 24 años;Extranjero;0
046-049 V.Trastornos mentales y del comportamiento;Mujeres;De 25 a 29 años;Mismo municipio;0
046-049 V.Trastornos mentales y del comportamiento;Mujeres;De 25 a 29 años;Otro municipio de la misma provincia;0
046-049 V.Trastornos mentales y del comportamiento;Mujeres;De 25 a 29 años;Otra provincia de la misma Comunidad Autónoma;0
046-049 V.Trastornos mentales y del comportamiento;Mujeres;De 25 a 29 años;Otra Comunidad Autónoma;0
046-049 V.Trastornos mentales y del comportamiento;Mujeres;De 25 a 29 años;Extranjero;0
046-049 V.Trastornos mentales y del comportamiento;Mujeres;De 30 a 34 años;Mismo municipio;0
046-049 V.Trastornos mentales y del comportamiento;Mujeres;De 30 a 34 años;Otro municipio de la misma provincia;0
046-049 V.Trastornos mentales y del comportamiento;Mujeres;De 30 a 34 años;Otra provincia de la misma Comunidad Autónoma;0
046-049 V.Trastornos mentales y del comportamiento;Mujeres;De 30 a 34 años;Otra Comunidad Autónoma;0
046-049 V.Trastornos mentales y del comportamiento;Mujeres;De 30 a 34 años;Extranjero;0
046-049 V.Trastornos mentales y del comportamiento;Mujeres;De 35 a 39 años;Mismo municipio;5
046-049 V.Trastornos mentales y del comportamiento;Mujeres;De 35 a 39 años;Otro municipio de la misma provincia;0
046-049 V.Trastornos mentales y del comportamiento;Mujeres;De 35 a 39 años;Otra provincia de la misma Comunidad Autónoma;0
046-049 V.Trastornos mentales y del comportamiento;Mujeres;De 35 a 39 años;Otra Comunidad Autónoma;0
046-049 V.Trastornos mentales y del comportamiento;Mujeres;De 35 a 39 años;Extranjero;0
046-049 V.Trastornos mentales y del comportamiento;Mujeres;De 40 a 44 años;Mismo municipio;5
046-049 V.Trastornos mentales y del comportamiento;Mujeres;De 40 a 44 años;Otro municipio de la misma provincia;3
046-049 V.Trastornos mentales y del comportamiento;Mujeres;De 40 a 44 años;Otra provincia de la misma Comunidad Autónoma;0
046-049 V.Trastornos mentales y del comportamiento;Mujeres;De 40 a 44 años;Otra Comunidad Autónoma;0
046-049 V.Trastornos mentales y del comportamiento;Mujeres;De 40 a 44 años;Extranjero;0
046-049 V.Trastornos mentales y del comportamiento;Mujeres;De 45 a 49 años;Mismo municipio;7
046-049 V.Trastornos mentales y del comportamiento;Mujeres;De 45 a 49 años;Otro municipio de la misma provincia;3
046-049 V.Trastornos mentales y del comportamiento;Mujeres;De 45 a 49 años;Otra provincia de la misma Comunidad Autónoma;0
046-049 V.Trastornos mentales y del comportamiento;Mujeres;De 45 a 49 años;Otra Comunidad Autónoma;0
046-049 V.Trastornos mentales y del comportamiento;Mujeres;De 45 a 49 años;Extranjero;0
046-049 V.Trastornos mentales y del comportamiento;Mujeres;De 50 a 54 años;Mismo municipio;12
046-049 V.Trastornos mentales y del comportamiento;Mujeres;De 50 a 54 años;Otro municipio de la misma provincia;5
046-049 V.Trastornos mentales y del comportamiento;Mujeres;De 50 a 54 años;Otra provincia de la misma Comunidad Autónoma;0
046-049 V.Trastornos mentales y del comportamiento;Mujeres;De 50 a 54 años;Otra Comunidad Autónoma;1
046-049 V.Trastornos mentales y del comportamiento;Mujeres;De 50 a 54 años;Extranjero;0
046-049 V.Trastornos mentales y del comportamiento;Mujeres;De 55 a 59 años;Mismo municipio;13
046-049 V.Trastornos mentales y del comportamiento;Mujeres;De 55 a 59 años;Otro municipio de la misma provincia;10
046-049 V.Trastornos mentales y del comportamiento;Mujeres;De 55 a 59 años;Otra provincia de la misma Comunidad Autónoma;0
046-049 V.Trastornos mentales y del comportamiento;Mujeres;De 55 a 59 años;Otra Comunidad Autónoma;0
046-049 V.Trastornos mentales y del comportamiento;Mujeres;De 55 a 59 años;Extranjero;0
046-049 V.Trastornos mentales y del comportamiento;Mujeres;De 60 a 64 años;Mismo municipio;22
046-049 V.Trastornos mentales y del comportamiento;Mujeres;De 60 a 64 años;Otro municipio de la misma provincia;15
046-049 V.Trastornos mentales y del comportamiento;Mujeres;De 60 a 64 años;Otra provincia de la misma Comunidad Autónoma;0
046-049 V.Trastornos mentales y del comportamiento;Mujeres;De 60 a 64 años;Otra Comunidad Autónoma;0
046-049 V.Trastornos mentales y del comportamiento;Mujeres;De 60 a 64 años;Extranjero;2
046-049 V.Trastornos mentales y del comportamiento;Mujeres;De 65 a 69 años;Mismo municipio;53
046-049 V.Trastornos mentales y del comportamiento;Mujeres;De 65 a 69 años;Otro municipio de la misma provincia;18
046-049 V.Trastornos mentales y del comportamiento;Mujeres;De 65 a 69 años;Otra provincia de la misma Comunidad Autónoma;2
046-049 V.Trastornos mentales y del comportamiento;Mujeres;De 65 a 69 años;Otra Comunidad Autónoma;1
046-049 V.Trastornos mentales y del comportamiento;Mujeres;De 65 a 69 años;Extranjero;0
046-049 V.Trastornos mentales y del comportamiento;Mujeres;De 70 a 74 años;Mismo municipio;142
046-049 V.Trastornos mentales y del comportamiento;Mujeres;De 70 a 74 años;Otro municipio de la misma provincia;96
046-049 V.Trastornos mentales y del comportamiento;Mujeres;De 70 a 74 años;Otra provincia de la misma Comunidad Autónoma;3
046-049 V.Trastornos mentales y del comportamiento;Mujeres;De 70 a 74 años;Otra Comunidad Autónoma;2
046-049 V.Trastornos mentales y del comportamiento;Mujeres;De 70 a 74 años;Extranjero;0
046-049 V.Trastornos mentales y del comportamiento;Mujeres;De 75 a 79 años;Mismo municipio;368
046-049 V.Trastornos mentales y del comportamiento;Mujeres;De 75 a 79 años;Otro municipio de la misma provincia;176
046-049 V.Trastornos mentales y del comportamiento;Mujeres;De 75 a 79 años;Otra provincia de la misma Comunidad Autónoma;8
046-049 V.Trastornos mentales y del comportamiento;Mujeres;De 75 a 79 años;Otra Comunidad Autónoma;4
046-049 V.Trastornos mentales y del comportamiento;Mujeres;De 75 a 79 años;Extranjero;0
046-049 V.Trastornos mentales y del comportamiento;Mujeres;De 80 a 84 años;Mismo municipio;1.276
046-049 V.Trastornos mentales y del comportamiento;Mujeres;De 80 a 84 años;Otro municipio de la misma provincia;605
046-049 V.Trastornos mentales y del comportamiento;Mujeres;De 80 a 84 años;Otra provincia de la misma Comunidad Autónoma;36
046-049 V.Trastornos mentales y del comportamiento;Mujeres;De 80 a 84 años;Otra Comunidad Autónoma;26
046-049 V.Trastornos mentales y del comportamiento;Mujeres;De 80 a 84 años;Extranjero;1
046-049 V.Trastornos mentales y del comportamiento;Mujeres;De 85 a 89 años;Mismo municipio;2.605
046-049 V.Trastornos mentales y del comportamiento;Mujeres;De 85 a 89 años;Otro municipio de la misma provincia;1.167
046-049 V.Trastornos mentales y del comportamiento;Mujeres;De 85 a 89 años;Otra provincia de la misma Comunidad Autónoma;37
046-049 V.Trastornos mentales y del comportamiento;Mujeres;De 85 a 89 años;Otra Comunidad Autónoma;52
046-049 V.Trastornos mentales y del comportamiento;Mujeres;De 85 a 89 años;Extranjero;3
046-049 V.Trastornos mentales y del comportamiento;Mujeres;De 90 a 94 años;Mismo municipio;3.118
046-049 V.Trastornos mentales y del comportamiento;Mujeres;De 90 a 94 años;Otro municipio de la misma provincia;1.269
046-049 V.Trastornos mentales y del comportamiento;Mujeres;De 90 a 94 años;Otra provincia de la misma Comunidad Autónoma;54
046-049 V.Trastornos mentales y del comportamiento;Mujeres;De 90 a 94 años;Otra Comunidad Autónoma;58
046-049 V.Trastornos mentales y del comportamiento;Mujeres;De 90 a 94 años;Extranjero;0
046-049 V.Trastornos mentales y del comportamiento;Mujeres;De 95 años y más;Mismo municipio;1.918
046-049 V.Trastornos mentales y del comportamiento;Mujeres;De 95 años y más;Otro municipio de la misma provincia;559
046-049 V.Trastornos mentales y del comportamiento;Mujeres;De 95 años y más;Otra provincia de la misma Comunidad Autónoma;29
046-049 V.Trastornos mentales y del comportamiento;Mujeres;De 95 años y más;Otra Comunidad Autónoma;35
046-049 V.Trastornos mentales y del comportamiento;Mujeres;De 95 años y más;Extranjero;0
046 Trastornos mentales orgánicos, senil y presenil;Hombres;Menores de 1 año;Mismo municipio;0
046 Trastornos mentales orgánicos, senil y presenil;Hombres;Menores de 1 año;Otro municipio de la misma provincia;0
046 Trastornos mentales orgánicos, senil y presenil;Hombres;Menores de 1 año;Otra provincia de la misma Comunidad Autónoma;0
046 Trastornos mentales orgánicos, senil y presenil;Hombres;Menores de 1 año;Otra Comunidad Autónoma;0
046 Trastornos mentales orgánicos, senil y presenil;Hombres;Menores de 1 año;Extranjero;0
046 Trastornos mentales orgánicos, senil y presenil;Hombres;De 1 a 4 años;Mismo municipio;0
046 Trastornos mentales orgánicos, senil y presenil;Hombres;De 1 a 4 años;Otro municipio de la misma provincia;0
046 Trastornos mentales orgánicos, senil y presenil;Hombres;De 1 a 4 años;Otra provincia de la misma Comunidad Autónoma;0
046 Trastornos mentales orgánicos, senil y presenil;Hombres;De 1 a 4 años;Otra Comunidad Autónoma;0
046 Trastornos mentales orgánicos, senil y presenil;Hombres;De 1 a 4 años;Extranjero;0
046 Trastornos mentales orgánicos, senil y presenil;Hombres;De 5 a 9 años;Mismo municipio;0
046 Trastornos mentales orgánicos, senil y presenil;Hombres;De 5 a 9 años;Otro municipio de la misma provincia;0
046 Trastornos mentales orgánicos, senil y presenil;Hombres;De 5 a 9 años;Otra provincia de la misma Comunidad Autónoma;0
046 Trastornos mentales orgánicos, senil y presenil;Hombres;De 5 a 9 años;Otra Comunidad Autónoma;0
046 Trastornos mentales orgánicos, senil y presenil;Hombres;De 5 a 9 años;Extranjero;0
046 Trastornos mentales orgánicos, senil y presenil;Hombres;De 10 a 14 años;Mismo municipio;0
046 Trastornos mentales orgánicos, senil y presenil;Hombres;De 10 a 14 años;Otro municipio de la misma provincia;0
046 Trastornos mentales orgánicos, senil y presenil;Hombres;De 10 a 14 años;Otra provincia de la misma Comunidad Autónoma;0
046 Trastornos mentales orgánicos, senil y presenil;Hombres;De 10 a 14 años;Otra Comunidad Autónoma;0
046 Trastornos mentales orgánicos, senil y presenil;Hombres;De 10 a 14 años;Extranjero;0
046 Trastornos mentales orgánicos, senil y presenil;Hombres;De 15 a 19 años;Mismo municipio;0
046 Trastornos mentales orgánicos, senil y presenil;Hombres;De 15 a 19 años;Otro municipio de la misma provincia;0
046 Trastornos mentales orgánicos, senil y presenil;Hombres;De 15 a 19 años;Otra provincia de la misma Comunidad Autónoma;0
046 Trastornos mentales orgánicos, senil y presenil;Hombres;De 15 a 19 años;Otra Comunidad Autónoma;0
046 Trastornos mentales orgánicos, senil y presenil;Hombres;De 15 a 19 años;Extranjero;0
046 Trastornos mentales orgánicos, senil y presenil;Hombres;De 20 a 24 años;Mismo municipio;0
046 Trastornos mentales orgánicos, senil y presenil;Hombres;De 20 a 24 años;Otro municipio de la misma provincia;0
046 Trastornos mentales orgánicos, senil y presenil;Hombres;De 20 a 24 años;Otra provincia de la misma Comunidad Autónoma;0
046 Trastornos mentales orgánicos, senil y presenil;Hombres;De 20 a 24 años;Otra Comunidad Autónoma;0
046 Trastornos mentales orgánicos, senil y presenil;Hombres;De 20 a 24 años;Extranjero;0
046 Trastornos mentales orgánicos, senil y presenil;Hombres;De 25 a 29 años;Mismo municipio;0
046 Trastornos mentales orgánicos, senil y presenil;Hombres;De 25 a 29 años;Otro municipio de la misma provincia;0
046 Trastornos mentales orgánicos, senil y presenil;Hombres;De 25 a 29 años;Otra provincia de la misma Comunidad Autónoma;0
046 Trastornos mentales orgánicos, senil y presenil;Hombres;De 25 a 29 años;Otra Comunidad Autónoma;0
046 Trastornos mentales orgánicos, senil y presenil;Hombres;De 25 a 29 años;Extranjero;0
046 Trastornos mentales orgánicos, senil y presenil;Hombres;De 30 a 34 años;Mismo municipio;0
046 Trastornos mentales orgánicos, senil y presenil;Hombres;De 30 a 34 años;Otro municipio de la misma provincia;0
046 Trastornos mentales orgánicos, senil y presenil;Hombres;De 30 a 34 años;Otra provincia de la misma Comunidad Autónoma;0
046 Trastornos mentales orgánicos, senil y presenil;Hombres;De 30 a 34 años;Otra Comunidad Autónoma;0
046 Trastornos mentales orgánicos, senil y presenil;Hombres;De 30 a 34 años;Extranjero;0
046 Trastornos mentales orgánicos, senil y presenil;Hombres;De 35 a 39 años;Mismo municipio;0
046 Trastornos mentales orgánicos, senil y presenil;Hombres;De 35 a 39 años;Otro municipio de la misma provincia;0
046 Trastornos mentales orgánicos, senil y presenil;Hombres;De 35 a 39 años;Otra provincia de la misma Comunidad Autónoma;0
046 Trastornos mentales orgánicos, senil y presenil;Hombres;De 35 a 39 años;Otra Comunidad Autónoma;0
046 Trastornos mentales orgánicos, senil y presenil;Hombres;De 35 a 39 años;Extranjero;0
046 Trastornos mentales orgánicos, senil y presenil;Hombres;De 40 a 44 años;Mismo municipio;0
046 Trastornos mentales orgánicos, senil y presenil;Hombres;De 40 a 44 años;Otro municipio de la misma provincia;0
046 Trastornos mentales orgánicos, senil y presenil;Hombres;De 40 a 44 años;Otra provincia de la misma Comunidad Autónoma;0
046 Trastornos mentales orgánicos, senil y presenil;Hombres;De 40 a 44 años;Otra Comunidad Autónoma;0
046 Trastornos mentales orgánicos, senil y presenil;Hombres;De 40 a 44 años;Extranjero;0
046 Trastornos mentales orgánicos, senil y presenil;Hombres;De 45 a 49 años;Mismo municipio;1
046 Trastornos mentales orgánicos, senil y presenil;Hombres;De 45 a 49 años;Otro municipio de la misma provincia;1
046 Trastornos mentales orgánicos, senil y presenil;Hombres;De 45 a 49 años;Otra provincia de la misma Comunidad Autónoma;0
046 Trastornos mentales orgánicos, senil y presenil;Hombres;De 45 a 49 años;Otra Comunidad Autónoma;0
046 Trastornos mentales orgánicos, senil y presenil;Hombres;De 45 a 49 años;Extranjero;0
046 Trastornos mentales orgánicos, senil y presenil;Hombres;De 50 a 54 años;Mismo municipio;3
046 Trastornos mentales orgánicos, senil y presenil;Hombres;De 50 a 54 años;Otro municipio de la misma provincia;4
046 Trastornos mentales orgánicos, senil y presenil;Hombres;De 50 a 54 años;Otra provincia de la misma Comunidad Autónoma;0
046 Trastornos mentales orgánicos, senil y presenil;Hombres;De 50 a 54 años;Otra Comunidad Autónoma;0
046 Trastornos mentales orgánicos, senil y presenil;Hombres;De 50 a 54 años;Extranjero;0
046 Trastornos mentales orgánicos, senil y presenil;Hombres;De 55 a 59 años;Mismo municipio;6
046 Trastornos mentales orgánicos, senil y presenil;Hombres;De 55 a 59 años;Otro municipio de la misma provincia;5
046 Trastornos mentales orgánicos, senil y presenil;Hombres;De 55 a 59 años;Otra provincia de la misma Comunidad Autónoma;0
046 Trastornos mentales orgánicos, senil y presenil;Hombres;De 55 a 59 años;Otra Comunidad Autónoma;0
046 Trastornos mentales orgánicos, senil y presenil;Hombres;De 55 a 59 años;Extranjero;1
046 Trastornos mentales orgánicos, senil y presenil;Hombres;De 60 a 64 años;Mismo municipio;22
046 Trastornos mentales orgánicos, senil y presenil;Hombres;De 60 a 64 años;Otro municipio de la misma provincia;13
046 Trastornos mentales orgánicos, senil y presenil;Hombres;De 60 a 64 años;Otra provincia de la misma Comunidad Autónoma;0
046 Trastornos mentales orgánicos, senil y presenil;Hombres;De 60 a 64 años;Otra Comunidad Autónoma;0
046 Trastornos mentales orgánicos, senil y presenil;Hombres;De 60 a 64 años;Extranjero;0
046 Trastornos mentales orgánicos, senil y presenil;Hombres;De 65 a 69 años;Mismo municipio;76
046 Trastornos mentales orgánicos, senil y presenil;Hombres;De 65 a 69 años;Otro municipio de la misma provincia;44
046 Trastornos mentales orgánicos, senil y presenil;Hombres;De 65 a 69 años;Otra provincia de la misma Comunidad Autónoma;4
046 Trastornos mentales orgánicos, senil y presenil;Hombres;De 65 a 69 años;Otra Comunidad Autónoma;0
